TIME,GEO,ANIMALS,MONTH,UNIT,Value
2005,Denmark,Live bovine animals,December,Thousand heads (animals),"1,572.00"
2005,Denmark,"Bovine animals, less than 1 year",December,Thousand heads (animals),523
2005,Denmark,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),6
2005,Denmark,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),517
2005,Denmark,"Bovine animals, 1 year",December,Thousand heads (animals),298
2005,Germany (until 1990 former territory of the FRG),Live bovine animals,December,Thousand heads (animals),"12,918.64"
2005,Germany (until 1990 former territory of the FRG),"Bovine animals, less than 1 year",December,Thousand heads (animals),"4,021.85"
2005,Germany (until 1990 former territory of the FRG),"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),113.51
2005,Germany (until 1990 former territory of the FRG),"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"3,908.34"
2005,Germany (until 1990 former territory of the FRG),"Bovine animals, 1 year",December,Thousand heads (animals),"3,035.91"
2005,Estonia,Live bovine animals,December,Thousand heads (animals),252.2
2005,Estonia,"Bovine animals, less than 1 year",December,Thousand heads (animals),68.2
2005,Estonia,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),3.7
2005,Estonia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),64.5
2005,Estonia,"Bovine animals, 1 year",December,Thousand heads (animals),52.7
2005,Ireland,Live bovine animals,December,Thousand heads (animals),"6,390.21"
2005,Ireland,"Bovine animals, less than 1 year",December,Thousand heads (animals),"1,972.08"
2005,Ireland,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),0.2
2005,Ireland,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"1,971.88"
2005,Ireland,"Bovine animals, 1 year",December,Thousand heads (animals),"1,733.45"
2005,Greece,Live bovine animals,December,Thousand heads (animals),665.16
2005,Greece,"Bovine animals, less than 1 year",December,Thousand heads (animals),195.55
2005,Greece,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),72.35
2005,Greece,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),123.2
2005,Greece,"Bovine animals, 1 year",December,Thousand heads (animals),157.34
2005,Spain,Live bovine animals,December,Thousand heads (animals),"6,464.00"
2005,Spain,"Bovine animals, less than 1 year",December,Thousand heads (animals),"2,253.93"
2005,Spain,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),"1,501.33"
2005,Spain,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),752.6
2005,Spain,"Bovine animals, 1 year",December,Thousand heads (animals),751.05
2005,France,Live bovine animals,December,Thousand heads (animals),"18,929.95"
2005,France,"Bovine animals, less than 1 year",December,Thousand heads (animals),"5,056.08"
2005,France,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),638.51
2005,France,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"4,417.57"
2005,France,"Bovine animals, 1 year",December,Thousand heads (animals),"3,476.37"
2005,Croatia,Live bovine animals,December,Thousand heads (animals),471.03
2005,Croatia,"Bovine animals, less than 1 year",December,Thousand heads (animals),142.92
2005,Croatia,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),13.2
2005,Croatia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),129.71
2005,Croatia,"Bovine animals, 1 year",December,Thousand heads (animals),54.36
2005,Italy,"Bovine animals, less than 1 year",December,Thousand heads (animals),"1,921.60"
2005,Italy,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),500
2005,Italy,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"1,421.60"
2005,Italy,"Bovine animals, 1 year",December,Thousand heads (animals),"1,413.00"
2005,Cyprus,Live bovine animals,December,Thousand heads (animals),57.58
2005,Cyprus,"Bovine animals, less than 1 year",December,Thousand heads (animals),21.47
2005,Cyprus,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),10.04
2005,Cyprus,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),11.43
2005,Cyprus,"Bovine animals, 1 year",December,Thousand heads (animals),11.28
2005,Latvia,Live bovine animals,December,Thousand heads (animals),385.2
2005,Latvia,"Bovine animals, less than 1 year",December,Thousand heads (animals),118.9
2005,Latvia,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),60.4
2005,Latvia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),58.5
2005,Latvia,"Bovine animals, 1 year",December,Thousand heads (animals),59.6
2005,Lithuania,Live bovine animals,December,Thousand heads (animals),800.3
2005,Lithuania,"Bovine animals, less than 1 year",December,Thousand heads (animals),200.6
2005,Lithuania,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),90.6
2005,Lithuania,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),110
2005,Lithuania,"Bovine animals, 1 year",December,Thousand heads (animals),136.6
2005,Luxembourg,Live bovine animals,December,Thousand heads (animals),184.25
2005,Luxembourg,"Bovine animals, less than 1 year",December,Thousand heads (animals),51.94
2005,Luxembourg,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),2.62
2005,Luxembourg,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),49.32
2005,Luxembourg,"Bovine animals, 1 year",December,Thousand heads (animals),39.49
2005,Hungary,Live bovine animals,December,Thousand heads (animals),708
2005,Hungary,"Bovine animals, less than 1 year",December,Thousand heads (animals),195
2005,Hungary,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),71
2005,Hungary,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),124
2005,Hungary,"Bovine animals, 1 year",December,Thousand heads (animals),140
2005,Malta,Live bovine animals,December,Thousand heads (animals),19.74
2005,Malta,"Bovine animals, less than 1 year",December,Thousand heads (animals),5.63
2005,Malta,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),0
2005,Malta,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),5.63
2005,Malta,"Bovine animals, 1 year",December,Thousand heads (animals),5.25
2005,Netherlands,Live bovine animals,December,Thousand heads (animals),"3,746.00"
2005,Netherlands,"Bovine animals, less than 1 year",December,Thousand heads (animals),"1,416.00"
2005,Netherlands,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),920
2005,Netherlands,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),496
2005,Netherlands,"Bovine animals, 1 year",December,Thousand heads (animals),642
2005,Austria,Live bovine animals,December,Thousand heads (animals),"2,010.68"
2005,Austria,"Bovine animals, less than 1 year",December,Thousand heads (animals),628.43
2005,Austria,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),61.04
2005,Austria,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),567.39
2005,Austria,"Bovine animals, 1 year",December,Thousand heads (animals),436.3
2005,Poland,Live bovine animals,December,Thousand heads (animals),"5,384.98"
2005,Poland,"Bovine animals, less than 1 year",December,Thousand heads (animals),"1,308.43"
2005,Poland,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),128.53
2005,Poland,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"1,179.90"
2005,Poland,"Bovine animals, 1 year",December,Thousand heads (animals),992.28
2005,Portugal,Live bovine animals,December,Thousand heads (animals),"1,494.73"
2005,Portugal,"Bovine animals, less than 1 year",December,Thousand heads (animals),421.18
2005,Portugal,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),112.79
2005,Portugal,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),308.4
2005,Portugal,"Bovine animals, 1 year",December,Thousand heads (animals),239.15
2005,Romania,Live bovine animals,December,Thousand heads (animals),"2,861.10"
2005,Romania,"Bovine animals, less than 1 year",December,Thousand heads (animals),709.2
2005,Romania,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),263.2
2005,Romania,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),446
2005,Romania,"Bovine animals, 1 year",December,Thousand heads (animals),236
2005,Slovenia,Live bovine animals,December,Thousand heads (animals),452.52
2005,Slovenia,"Bovine animals, less than 1 year",December,Thousand heads (animals),135.5
2005,Slovenia,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),8.88
2005,Slovenia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),126.63
2005,Slovenia,"Bovine animals, 1 year",December,Thousand heads (animals),118.98
2005,Slovakia,Live bovine animals,December,Thousand heads (animals),527.89
2005,Slovakia,"Bovine animals, less than 1 year",December,Thousand heads (animals),155.07
2005,Slovakia,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),28.64
2005,Slovakia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),126.43
2005,Slovakia,"Bovine animals, 1 year",December,Thousand heads (animals),103.48
2005,Finland,Live bovine animals,December,Thousand heads (animals),945.1
2005,Finland,"Bovine animals, less than 1 year",December,Thousand heads (animals),321.56
2005,Finland,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),2.8
2005,Finland,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),318.76
2005,Finland,"Bovine animals, 1 year",December,Thousand heads (animals),238.54
2005,Sweden,Live bovine animals,December,Thousand heads (animals),"1,532.89"
2005,Sweden,"Bovine animals, less than 1 year",December,Thousand heads (animals),494.32
2005,Sweden,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),21.95
2005,Sweden,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),472.37
2005,Sweden,"Bovine animals, 1 year",December,Thousand heads (animals),373.03
2005,United Kingdom,Live bovine animals,December,Thousand heads (animals),"10,546.00"
2005,United Kingdom,"Bovine animals, less than 1 year",December,Thousand heads (animals),"3,034.00"
2005,United Kingdom,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),71
2005,United Kingdom,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"2,963.00"
2005,United Kingdom,"Bovine animals, 1 year",December,Thousand heads (animals),"2,610.00"
2006,European Union - 28 countries,"Bovine animals, less than 1 year",December,Thousand heads (animals),"26,330.77"
2006,European Union - 28 countries,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),"4,923.29"
2006,European Union - 28 countries,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"21,407.38"
2006,European Union - 28 countries,"Bovine animals, 1 year",December,Thousand heads (animals),"18,161.29"
2006,European Union - 27 countries (2007-2013),"Bovine animals, less than 1 year",December,Thousand heads (animals),"26,183.34"
2006,European Union - 27 countries (2007-2013),"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),"4,903.77"
2006,European Union - 27 countries (2007-2013),"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"21,279.47"
2006,European Union - 27 countries (2007-2013),"Bovine animals, 1 year",December,Thousand heads (animals),"18,096.03"
2006,European Union - 25 countries (2004-2006),"Bovine animals, less than 1 year",December,Thousand heads (animals),"25,260.93"
2006,European Union - 25 countries (2004-2006),"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),"4,563.75"
2006,European Union - 25 countries (2004-2006),"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"20,697.08"
2006,European Union - 25 countries (2004-2006),"Bovine animals, 1 year",December,Thousand heads (animals),"17,760.91"
2006,European Union - 15 countries (1995-2004),"Bovine animals, less than 1 year",December,Thousand heads (animals),"22,689.94"
2006,European Union - 15 countries (1995-2004),"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),"4,162.88"
2006,European Union - 15 countries (1995-2004),"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"18,527.06"
2006,European Union - 15 countries (1995-2004),"Bovine animals, 1 year",December,Thousand heads (animals),"15,745.18"
2006,Belgium,Live bovine animals,December,Thousand heads (animals),"2,606.90"
2006,Belgium,"Bovine animals, less than 1 year",December,Thousand heads (animals),703.24
2006,Belgium,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),160.56
2006,Belgium,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),542.68
2006,Belgium,"Bovine animals, 1 year",December,Thousand heads (animals),521
2006,Bulgaria,Live bovine animals,December,Thousand heads (animals),636.52
2006,Bulgaria,"Bovine animals, less than 1 year",December,Thousand heads (animals),181.4
2006,Bulgaria,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),77.26
2006,Bulgaria,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),104.14
2006,Bulgaria,"Bovine animals, 1 year",December,Thousand heads (animals),55.39
2006,Czechia,Live bovine animals,December,Thousand heads (animals),"1,389.60"
2006,Czechia,"Bovine animals, less than 1 year",December,Thousand heads (animals),414.7
2006,Czechia,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),63.3
2006,Czechia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),351.4
2006,Czechia,"Bovine animals, 1 year",December,Thousand heads (animals),319.8
2006,Denmark,Live bovine animals,December,Thousand heads (animals),"1,579.00"
2006,Denmark,"Bovine animals, less than 1 year",December,Thousand heads (animals),536
2006,Denmark,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),6
2006,Denmark,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),530
2006,Denmark,"Bovine animals, 1 year",December,Thousand heads (animals),298
2006,Germany (until 1990 former territory of the FRG),Live bovine animals,December,Thousand heads (animals),"12,676.75"
2006,Germany (until 1990 former territory of the FRG),"Bovine animals, less than 1 year",December,Thousand heads (animals),"3,922.37"
2006,Germany (until 1990 former territory of the FRG),"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),116.6
2006,Germany (until 1990 former territory of the FRG),"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"3,805.77"
2006,Germany (until 1990 former territory of the FRG),"Bovine animals, 1 year",December,Thousand heads (animals),"2,993.82"
2006,Estonia,Live bovine animals,December,Thousand heads (animals),245
2006,Estonia,"Bovine animals, less than 1 year",December,Thousand heads (animals),65.8
2006,Estonia,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),2.9
2006,Estonia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),62.8
2006,Estonia,"Bovine animals, 1 year",December,Thousand heads (animals),51.5
2006,Ireland,Live bovine animals,December,Thousand heads (animals),"6,340.16"
2006,Ireland,"Bovine animals, less than 1 year",December,Thousand heads (animals),"1,888.54"
2006,Ireland,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),0.1
2006,Ireland,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"1,888.44"
2006,Ireland,"Bovine animals, 1 year",December,Thousand heads (animals),"1,675.43"
2006,Greece,Live bovine animals,December,Thousand heads (animals),682.66
2006,Greece,"Bovine animals, less than 1 year",December,Thousand heads (animals),191.05
2006,Greece,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),65.27
2006,Greece,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),125.77
2006,Greece,"Bovine animals, 1 year",December,Thousand heads (animals),126.08
2006,Spain,Live bovine animals,December,Thousand heads (animals),"6,184.00"
2006,Spain,"Bovine animals, less than 1 year",December,Thousand heads (animals),"2,234.00"
2006,Spain,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),"1,475.00"
2006,Spain,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),759
2006,Spain,"Bovine animals, 1 year",December,Thousand heads (animals),753
2006,France,Live bovine animals,December,Thousand heads (animals),"18,902.00"
2006,France,"Bovine animals, less than 1 year",December,Thousand heads (animals),"5,011.00"
2006,France,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),622
2006,France,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"4,389.00"
2006,France,"Bovine animals, 1 year",December,Thousand heads (animals),"3,542.00"
2006,Croatia,Live bovine animals,December,Thousand heads (animals),482.91
2006,Croatia,"Bovine animals, less than 1 year",December,Thousand heads (animals),147.43
2006,Croatia,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),19.52
2006,Croatia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),127.9
2006,Croatia,"Bovine animals, 1 year",December,Thousand heads (animals),65.26
2006,Italy,"Bovine animals, less than 1 year",December,Thousand heads (animals),"1,947.63"
2006,Italy,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),540.22
2006,Italy,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"1,407.41"
2006,Italy,"Bovine animals, 1 year",December,Thousand heads (animals),"1,401.64"
2006,Cyprus,Live bovine animals,December,Thousand heads (animals),56.11
2006,Cyprus,"Bovine animals, less than 1 year",December,Thousand heads (animals),20.34
2006,Cyprus,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),8.24
2006,Cyprus,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),12.11
2006,Cyprus,"Bovine animals, 1 year",December,Thousand heads (animals),11.62
2006,Latvia,Live bovine animals,December,Thousand heads (animals),377.08
2006,Latvia,"Bovine animals, less than 1 year",December,Thousand heads (animals),107.45
2006,Latvia,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),52.51
2006,Latvia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),54.95
2006,Latvia,"Bovine animals, 1 year",December,Thousand heads (animals),62.86
2006,Lithuania,Live bovine animals,December,Thousand heads (animals),838.8
2006,Lithuania,"Bovine animals, less than 1 year",December,Thousand heads (animals),221.4
2006,Lithuania,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),88.9
2006,Lithuania,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),132.5
2006,Lithuania,"Bovine animals, 1 year",December,Thousand heads (animals),160.3
2006,Luxembourg,Live bovine animals,December,Thousand heads (animals),186.31
2006,Luxembourg,"Bovine animals, less than 1 year",December,Thousand heads (animals),51.2
2006,Luxembourg,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),5.2
2006,Luxembourg,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),46
2006,Luxembourg,"Bovine animals, 1 year",December,Thousand heads (animals),41.67
2006,Hungary,Live bovine animals,December,Thousand heads (animals),702
2006,Hungary,"Bovine animals, less than 1 year",December,Thousand heads (animals),191
2006,Hungary,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),64
2006,Hungary,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),127
2006,Hungary,"Bovine animals, 1 year",December,Thousand heads (animals),150
2006,Malta,Live bovine animals,December,Thousand heads (animals),19.12
2006,Malta,"Bovine animals, less than 1 year",December,Thousand heads (animals),5.36
2006,Malta,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),0
2006,Malta,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),5.36
2006,Malta,"Bovine animals, 1 year",December,Thousand heads (animals),5.07
2006,Netherlands,Live bovine animals,December,Thousand heads (animals),"3,673.00"
2006,Netherlands,"Bovine animals, less than 1 year",December,Thousand heads (animals),"1,424.00"
2006,Netherlands,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),918
2006,Netherlands,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),506
2006,Netherlands,"Bovine animals, 1 year",December,Thousand heads (animals),620
2006,Austria,Live bovine animals,December,Thousand heads (animals),"2,002.92"
2006,Austria,"Bovine animals, less than 1 year",December,Thousand heads (animals),631.53
2006,Austria,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),84.07
2006,Austria,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),547.46
2006,Austria,"Bovine animals, 1 year",December,Thousand heads (animals),434.99
2006,Poland,Live bovine animals,December,Thousand heads (animals),"5,280.97"
2006,Poland,"Bovine animals, less than 1 year",December,Thousand heads (animals),"1,257.66"
2006,Poland,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),85.94
2006,Poland,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"1,171.72"
2006,Poland,"Bovine animals, 1 year",December,Thousand heads (animals),"1,032.60"
2006,Portugal,Live bovine animals,December,Thousand heads (animals),"1,451.70"
2006,Portugal,"Bovine animals, less than 1 year",December,Thousand heads (animals),402.67
2006,Portugal,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),101.92
2006,Portugal,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),300.75
2006,Portugal,"Bovine animals, 1 year",December,Thousand heads (animals),219.7
2006,Romania,Live bovine animals,December,Thousand heads (animals),"2,933.60"
2006,Romania,"Bovine animals, less than 1 year",December,Thousand heads (animals),741.02
2006,Romania,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),262.76
2006,Romania,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),478.26
2006,Romania,"Bovine animals, 1 year",December,Thousand heads (animals),279.73
2006,Slovenia,Live bovine animals,December,Thousand heads (animals),454.03
2006,Slovenia,"Bovine animals, less than 1 year",December,Thousand heads (animals),136.62
2006,Slovenia,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),10.76
2006,Slovenia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),125.86
2006,Slovenia,"Bovine animals, 1 year",December,Thousand heads (animals),120.81
2006,Slovakia,Live bovine animals,December,Thousand heads (animals),507.82
2006,Slovakia,"Bovine animals, less than 1 year",December,Thousand heads (animals),150.66
2006,Slovakia,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),24.32
2006,Slovakia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),126.34
2006,Slovakia,"Bovine animals, 1 year",December,Thousand heads (animals),101.16
2006,Finland,Live bovine animals,December,Thousand heads (animals),929.09
2006,Finland,"Bovine animals, less than 1 year",December,Thousand heads (animals),313.35
2006,Finland,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),3.94
2006,Finland,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),309.41
2006,Finland,"Bovine animals, 1 year",December,Thousand heads (animals),237.86
2006,Sweden,Live bovine animals,December,Thousand heads (animals),"1,515.85"
2006,Sweden,"Bovine animals, less than 1 year",December,Thousand heads (animals),495.37
2006,Sweden,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),22
2006,Sweden,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),473.38
2006,Sweden,"Bovine animals, 1 year",December,Thousand heads (animals),359.97
2006,United Kingdom,Live bovine animals,December,Thousand heads (animals),"10,335.00"
2006,United Kingdom,"Bovine animals, less than 1 year",December,Thousand heads (animals),"2,938.00"
2006,United Kingdom,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),42
2006,United Kingdom,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"2,896.00"
2006,United Kingdom,"Bovine animals, 1 year",December,Thousand heads (animals),"2,520.00"
2006,Serbia,Live bovine animals,December,Thousand heads (animals),"1,106.00"
2006,Serbia,"Bovine animals, less than 1 year",December,Thousand heads (animals),317
2006,Serbia,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),182
2006,Serbia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),135
2006,Serbia,"Bovine animals, 1 year",December,Thousand heads (animals),118
2007,European Union - 28 countries,"Bovine animals, less than 1 year",December,Thousand heads (animals),"26,610.03"
2007,European Union - 28 countries,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),"4,909.31"
2007,European Union - 28 countries,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"21,699.72"
2007,European Union - 28 countries,"Bovine animals, 1 year",December,Thousand heads (animals),"18,146.56"
2007,European Union - 27 countries (2007-2013),"Bovine animals, less than 1 year",December,Thousand heads (animals),"26,464.74"
2007,European Union - 27 countries (2007-2013),"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),"4,890.00"
2007,European Union - 27 countries (2007-2013),"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"21,573.74"
2007,European Union - 27 countries (2007-2013),"Bovine animals, 1 year",December,Thousand heads (animals),"18,082.24"
2007,European Union - 25 countries (2004-2006),"Bovine animals, less than 1 year",December,Thousand heads (animals),"25,583.43"
2007,European Union - 25 countries (2004-2006),"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),"4,559.71"
2007,European Union - 25 countries (2004-2006),"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"21,022.72"
2007,European Union - 25 countries (2004-2006),"Bovine animals, 1 year",December,Thousand heads (animals),"17,750.61"
2007,European Union - 15 countries (1995-2004),"Bovine animals, less than 1 year",December,Thousand heads (animals),"22,955.03"
2007,European Union - 15 countries (1995-2004),"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),"4,187.54"
2007,European Union - 15 countries (1995-2004),"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"18,767.49"
2007,European Union - 15 countries (1995-2004),"Bovine animals, 1 year",December,Thousand heads (animals),"15,718.42"
2007,Belgium,Live bovine animals,December,Thousand heads (animals),"2,573.35"
2007,Belgium,"Bovine animals, less than 1 year",December,Thousand heads (animals),710.93
2007,Belgium,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),166.9
2007,Belgium,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),544.03
2007,Belgium,"Bovine animals, 1 year",December,Thousand heads (animals),508.38
2007,Bulgaria,Live bovine animals,December,Thousand heads (animals),611.02
2007,Bulgaria,"Bovine animals, less than 1 year",December,Thousand heads (animals),167
2007,Bulgaria,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),69.99
2007,Bulgaria,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),97.02
2007,Bulgaria,"Bovine animals, 1 year",December,Thousand heads (animals),54.43
2007,Czechia,Live bovine animals,December,Thousand heads (animals),"1,366.71"
2007,Czechia,"Bovine animals, less than 1 year",December,Thousand heads (animals),407.77
2007,Czechia,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),58.44
2007,Czechia,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),349.33
2007,Czechia,"Bovine animals, 1 year",December,Thousand heads (animals),315.34
2007,Denmark,Live bovine animals,December,Thousand heads (animals),"1,545.00"
2007,Denmark,"Bovine animals, less than 1 year",December,Thousand heads (animals),507
2007,Denmark,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),6
2007,Denmark,"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),501
2007,Denmark,"Bovine animals, 1 year",December,Thousand heads (animals),294
2007,Germany (until 1990 former territory of the FRG),Live bovine animals,December,Thousand heads (animals),"12,707.30"
2007,Germany (until 1990 former territory of the FRG),"Bovine animals, less than 1 year",December,Thousand heads (animals),"3,976.08"
2007,Germany (until 1990 former territory of the FRG),"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),111.86
2007,Germany (until 1990 former territory of the FRG),"Bovine animals, less than 1 year, not for slaughter",December,Thousand heads (animals),"3,864.22"
2007,Germany (until 1990 former territory of the FRG),"Bovine animals, 1 year",December,Thousand heads (animals),"2,973.24"
2007,Estonia,Live bovine animals,December,Thousand heads (animals),240.5
2007,Estonia,"Bovine animals, less than 1 year",December,Thousand heads (animals),64.5
2007,Estonia,"Bovine animals, less than 1 year, for slaughter",December,Thousand heads (animals),3
